고객아이디,품번,구매평,구매일시,좋아요,장바구니
100,1234,1,1643055068.0,0,0
308,602,4,1639417536.0,1,0
425,145,3,1630418956.0,0,1
640,239,5,1626458274.0,1,0
450,921,4,1634052178.0,0,0
327,1070,4,1639424513.0,1,0
484,230,5,1642875417.0,0,1
301,418,3,1633756751.0,1,1
590,100,5,1631118825.0,0,1
655,344,4,1639884230.0,0,1
627,740,1,1631210501.0,1,1
655,14,3,1643265450.0,0,0
527,208,4,1631136289.0,0,1
551,156,5,1644457723.0,1,1
295,97,5,1631197761.0,0,1
457,553,5,1634076314.0,0,0
502,678,3,1635382448.0,1,0
405,1468,1,1637226287.0,1,1
614,281,3,1631144308.0,1,1
596,294,4,1635219079.0,0,1
603,380,4,1643635972.0,0,0
381,1098,4,1644376045.0,1,0
503,526,3,1632152188.0,1,0
649,1,5,1643120235.0,1,0
409,481,3,1632787602.0,1,1
452,64,4,1626946518.0,0,0
60,705,4,1635006710.0,0,1
94,81,4,1637550577.0,1,1
658,276,4,1626825572.0,0,0
549,678,3,1633351982.0,0,0
316,482,3,1632534337.0,0,1
339,64,5,1642713629.0,0,0
380,100,4,1637158193.0,1,1
272,175,5,1631135043.0,0,1
435,9,4,1635811055.0,0,1
553,174,4,1631629073.0,0,0
377,682,3,1642976448.0,0,0
7,503,4,1643033950.0,1,1
535,727,4,1631298502.0,1,0
551,875,4,1644455970.0,0,1
315,203,3,1631501194.0,1,1
621,17,4,1632419965.0,0,1
566,218,4,1633330242.0,1,1
7,444,5,1643034288.0,1,1
223,257,4,1643230005.0,1,1
417,364,3,1632633014.0,0,1
533,756,4,1630873004.0,0,1
401,659,3,1642713061.0,0,0
655,935,3,1639105498.0,1,0
502,342,4,1635382088.0,0,0
351,332,5,1631161495.0,0,1
296,688,1,1635876374.0,1,0
180,196,5,1629035617.0,1,1
429,845,4,1634066401.0,1,1
207,202,3,1627186771.0,1,1
236,429,1,1641798632.0,1,1
456,196,4,1633054649.0,0,0
607,382,3,1635560110.0,1,0
533,58,4,1640525150.0,1,1
406,845,3,1631220051.0,1,1
555,302,3,1631642096.0,0,0
334,143,2,1643228647.0,1,0
181,1022,1,1630642006.0,0,0
592,306,5,1634287528.0,0,1
437,238,5,1631820369.0,1,0
445,100,2,1642667569.0,1,0
504,212,4,1639589911.0,1,0
399,542,3,1634024021.0,0,0
336,42,5,1629437669.0,1,0
648,411,2,1633892288.0,1,1
374,986,3,1632616113.0,0,0
323,288,3,1630418827.0,1,0
244,629,4,1632286442.0,1,1
448,286,2,1643567393.0,0,1
567,646,5,1634107046.0,1,1
373,472,3,1628791951.0,0,0
524,480,4,1636314911.0,1,0
554,43,3,1628049968.0,1,0
222,712,3,1632740735.0,0,0
416,651,4,1637996439.0,1,0
141,25,5,1636265105.0,1,1
450,1048,3,1634077813.0,1,1
615,199,5,1631128599.0,0,0
416,181,5,1644893019.0,0,1
614,288,2,1631143630.0,1,1
437,185,5,1631820192.0,0,1
585,971,3,1642962894.0,1,1
438,245,5,1631547960.0,0,0
585,1323,3,1642964588.0,0,1
530,60,5,1635470997.0,0,1
477,36,4,1627621224.0,1,1
371,435,3,1629167751.0,1,1
255,895,2,1634896185.0,0,1
639,210,3,1642920136.0,1,1
548,23,5,1642724410.0,1,0
85,328,3,1636586441.0,1,1
280,393,4,1643382323.0,1,0
416,676,5,1644893549.0,0,1
553,218,4,1631628996.0,1,1
399,1541,3,1634190107.0,1,0
554,14,4,1628230182.0,0,1
567,641,5,1634106158.0,1,0
307,1028,4,1627426067.0,0,0
653,257,3,1641861185.0,1,1
92,174,5,1627334189.0,0,0
141,985,4,1636265363.0,1,0
655,179,4,1640493272.0,0,0
303,824,3,1631163901.0,0,0
342,408,5,1626998266.0,0,0
656,689,2,1643999276.0,0,0
656,327,2,1643998738.0,1,0
374,566,3,1632074571.0,1,1
579,216,5,1632632299.0,1,1
621,63,1,1626643445.0,0,0
189,150,4,1644957702.0,1,1
387,558,4,1638160384.0,0,1
399,215,2,1634190226.0,1,0
10,530,4,1629572210.0,1,0
498,288,3,1633633815.0,0,1
405,433,4,1637225070.0,1,1
643,484,5,1643128756.0,1,0
616,315,4,1642904447.0,0,1
303,1023,2,1631224898.0,1,0
91,192,4,1643119302.0,1,0
620,501,4,1641668036.0,0,0
551,80,1,1644465300.0,1,1
109,111,4,1632244570.0,0,0
244,697,4,1632287335.0,0,0
63,1010,3,1627427829.0,1,1
592,215,5,1634636467.0,1,0
16,227,5,1629407193.0,1,0
92,116,3,1627320251.0,1,0
295,65,5,1631197655.0,1,0
440,750,5,1643226784.0,0,1
650,50,5,1643052232.0,1,0
592,1609,1,1634288698.0,0,0
626,682,3,1630451447.0,0,1
554,318,5,1628049730.0,0,1
606,265,4,1632604663.0,1,0
393,1539,2,1641410460.0,1,1
92,383,1,1627855191.0,1,0
533,72,2,1630872157.0,1,1
499,692,4,1637279119.0,0,0
298,168,5,1635862933.0,0,1
401,735,5,1642713158.0,0,0
503,482,5,1632063588.0,0,1
450,965,4,1634074364.0,0,1
450,26,5,1634076489.0,1,0
510,333,3,1639347465.0,1,0
121,118,2,1643070501.0,1,0
582,93,5,1634640844.0,1,1
562,477,4,1630875688.0,1,0
639,198,2,1642919885.0,1,1
621,100,5,1631907104.0,0,1
271,405,2,1637528179.0,0,1
542,210,3,1638212706.0,1,0
181,758,1,1630643418.0,1,1
561,732,3,1637489958.0,0,0
592,250,4,1634288145.0,1,0
524,781,1,1636316583.0,0,1
504,218,4,1639590267.0,0,0
653,226,3,1630547346.0,0,0
276,679,3,1626472520.0,1,0
553,1200,3,1631628964.0,1,1
479,173,5,1631140984.0,0,1
647,604,4,1628217591.0,1,0
56,226,4,1644359277.0,1,0
280,294,2,1643380021.0,0,1
245,597,4,1640193326.0,1,1
85,606,4,1637962959.0,0,1
587,259,4,1644551223.0,1,1
637,332,4,1634580888.0,0,0
612,15,4,1627004455.0,0,0
526,250,2,1637362477.0,0,0
620,240,5,1641667954.0,1,1
348,25,4,1638203521.0,0,1
13,128,1,1634077502.0,1,1
595,282,4,1638601344.0,1,0
279,169,5,1626986910.0,0,1
653,576,1,1631832955.0,1,0
300,409,4,1627330329.0,0,0
462,22,5,1638045498.0,1,1
26,313,5,1643066368.0,1,0
303,474,5,1631146457.0,1,1
201,318,5,1635791269.0,0,0
378,930,2,1631724906.0,1,0
468,1051,2,1626964635.0,1,1
450,651,5,1634056658.0,0,0
109,227,5,1632259417.0,0,1
622,132,4,1634349851.0,0,0
536,215,4,1634040530.0,0,0
247,1022,4,1644777024.0,1,0
618,168,5,1642988342.0,0,1
43,482,4,1627661421.0,1,0
505,77,3,1641014248.0,1,1
435,227,4,1635813372.0,0,0
537,735,3,1637711576.0,0,1
515,682,4,1639339192.0,1,0
29,182,4,1634501989.0,0,0
328,637,3,1636727865.0,1,0
660,82,2,1642880491.0,1,1
492,69,3,1631649385.0,0,0
521,268,5,1636155470.0,0,0
447,559,3,1630536172.0,0,0
200,193,4,1635809209.0,0,0
532,482,5,1640309254.0,1,1
642,1011,3,1637522351.0,1,1
343,68,1,1628086878.0,1,0
559,523,4,1642715812.0,1,1
201,218,4,1635794471.0,1,0
327,150,4,1639424356.0,0,1
625,169,5,1642943665.0,0,1
452,404,4,1627241978.0,0,0
566,96,3,1633330171.0,1,0
90,647,5,1643063204.0,0,1
524,684,4,1636316236.0,1,0
292,1073,5,1632785318.0,1,0
618,9,3,1642988141.0,0,0
561,8,3,1637487455.0,1,1
279,679,4,1636236545.0,1,0
618,241,4,1642989887.0,1,0
534,147,5,1629488031.0,1,1
462,300,5,1638045260.0,0,0
151,469,1,1631208852.0,1,0
241,689,3,1638930085.0,1,1
109,395,3,1632263672.0,0,1
160,922,5,1628447621.0,1,1
346,144,4,1637953914.0,1,1
504,106,3,1639511879.0,1,0
537,458,3,1637710176.0,1,1
463,107,3,1641616181.0,0,1
655,98,4,1639152744.0,0,1
164,252,4,1641082265.0,1,1
303,70,4,1631147739.0,0,0
179,288,5,1643831489.0,0,0
474,282,4,1639596411.0,0,1
610,489,4,1640383343.0,0,1
635,269,5,1630558587.0,1,1
445,1598,1,1642880592.0,1,1
504,386,3,1639592431.0,1,1
595,994,4,1638601897.0,0,1
115,240,5,1632851982.0,1,1
658,8,5,1626827873.0,1,0
582,124,4,1634641082.0,1,0
477,289,5,1627621793.0,1,1
619,332,4,1637633742.0,1,0
268,576,1,1627424289.0,1,1
392,58,4,1642718433.0,1,1
378,694,3,1631735101.0,1,1
622,722,3,1634350862.0,0,0
100,270,3,1643055016.0,1,0
125,430,4,1631134309.0,0,0
528,523,4,1637781846.0,1,1
659,66,4,1643065306.0,1,0
86,242,4,1631249486.0,1,0
447,96,5,1630535847.0,0,1
466,210,4,1641964706.0,0,1
655,726,2,1639155055.0,1,0
551,717,3,1644465164.0,1,0
495,54,5,1640317768.0,1,1
487,921,5,1635722629.0,1,1
417,433,4,1631328403.0,1,0
394,238,5,1632567348.0,0,1
655,945,2,1639156008.0,0,0
451,301,4,1630692431.0,0,0
496,173,5,1627745349.0,1,1
623,692,3,1642714951.0,0,0
152,1300,4,1638215827.0,1,1
336,1048,4,1629437134.0,0,1
339,174,4,1642712320.0,1,1
18,386,2,1631811986.0,1,0
555,357,4,1631655455.0,0,0
610,97,3,1640383453.0,1,0
354,186,4,1642897811.0,1,1
532,450,2,1626476421.0,1,1
305,179,1,1638003966.0,0,1
390,329,3,1631373608.0,1,1
69,7,5,1633806086.0,1,1
586,249,2,1635738005.0,1,1
561,229,3,1637490271.0,1,1
638,172,4,1628374787.0,0,0
585,1121,4,1642963339.0,0,0
484,562,3,1642875565.0,1,0
321,519,4,1631121336.0,0,1
436,47,4,1639449930.0,1,0
290,211,3,1632154235.0,0,0
341,1280,2,1642437782.0,0,0
363,201,2,1643175371.0,0,0
648,133,4,1633892651.0,0,1
624,242,4,1643641040.0,0,1
118,201,5,1627065198.0,0,0
276,411,4,1626466807.0,0,1
60,69,4,1635006215.0,1,1
307,588,4,1628798284.0,0,0
58,255,4,1642001652.0,1,0
543,226,4,1627343372.0,0,0
269,417,2,1643131303.0,1,1
523,476,3,1635382441.0,1,0
653,153,2,1630547228.0,1,1
488,238,1,1643055965.0,1,1
577,241,5,1632154766.0,0,1
176,237,3,1637728145.0,1,0
653,1210,2,1631833705.0,0,0
493,48,4,1635810995.0,0,0
477,778,4,1627621191.0,0,0
56,42,4,1644356933.0,0,1
330,69,5,1628226890.0,1,1
276,768,3,1626473118.0,0,0
308,665,4,1639421003.0,1,0
524,1454,3,1636317128.0,1,1
72,647,1,1631716550.0,0,1
639,962,1,1642923532.0,0,1
588,215,5,1641704564.0,1,0
437,90,3,1631823289.0,0,1
56,53,3,1644359163.0,1,0
393,144,3,1639426174.0,1,1
606,410,3,1632601656.0,0,1
629,162,5,1631797361.0,0,1
452,427,4,1626944976.0,0,1
241,270,3,1638930026.0,1,0
551,118,5,1644464008.0,0,1
495,924,3,1640314441.0,1,0
378,298,3,1635515761.0,0,0
234,480,4,1643758485.0,0,0
529,245,3,1634215639.0,1,0
239,745,5,1640860338.0,1,0
561,231,2,1637490744.0,0,0
90,234,4,1643063835.0,0,1
58,25,4,1635984570.0,0,0
7,591,3,1643032179.0,1,0
282,268,4,1631629438.0,0,1
621,383,2,1626643166.0,1,0
606,423,5,1632605200.0,1,1
146,340,4,1643137714.0,1,0
375,573,4,1638302131.0,0,1
293,77,2,1640587210.0,0,1
554,209,4,1627912997.0,1,1
655,185,4,1639110102.0,1,1
363,640,2,1643176927.0,0,0
627,724,2,1631210305.0,1,1
215,517,5,1643116543.0,1,0
559,318,5,1642713835.0,1,0
634,597,4,1628697923.0,0,0
336,785,1,1629438935.0,0,1
227,1067,4,1630715572.0,1,0
445,268,1,1642667410.0,0,0
334,79,4,1643226992.0,0,1
454,478,2,1639947487.0,1,0
226,236,3,1635569844.0,0,1
487,92,4,1635126600.0,1,0
261,245,4,1642134190.0,0,0
413,690,4,1631648793.0,1,0
643,820,3,1643126381.0,1,0
59,755,4,1639886254.0,1,0
279,1012,5,1626978447.0,0,0
634,129,4,1627409105.0,1,0
440,313,4,1643226631.0,0,1
622,432,5,1634350009.0,1,1
342,433,5,1626664395.0,0,1
640,1073,5,1626458299.0,0,1
478,1101,4,1641076005.0,0,1
638,181,5,1628374787.0,0,0
277,472,1,1631224058.0,0,0
623,483,5,1642715112.0,0,1
592,484,4,1634636551.0,0,0
648,1050,4,1636477033.0,1,1
650,521,3,1643067616.0,1,1
222,44,3,1632739877.0,0,0
336,1446,1,1629437790.0,0,1
218,642,3,1632968351.0,1,1
593,1028,3,1627339896.0,1,1
506,73,4,1626553703.0,0,1
133,902,3,1642268672.0,1,0
548,302,4,1642722194.0,0,1
604,201,3,1635348352.0,1,0
532,164,5,1644199934.0,1,0
264,116,4,1637802892.0,0,0
586,161,5,1635742671.0,0,0
551,591,5,1644463612.0,1,1
588,751,3,1641694887.0,0,1
629,269,3,1631795840.0,0,1
94,164,3,1643401528.0,1,0
385,521,3,1631126208.0,1,1
315,286,5,1631479301.0,0,1
497,183,4,1630990825.0,0,0
648,1244,3,1633892373.0,0,0
389,923,5,1631767151.0,0,1
276,193,4,1626470952.0,0,0
254,323,3,1638150765.0,1,0
420,478,3,1643036864.0,0,1
58,213,5,1636343379.0,0,0
599,237,5,1632631595.0,1,1
655,347,3,1639104948.0,0,0
188,118,3,1626752972.0,1,0
429,500,1,1634064772.0,0,0
615,707,3,1631127990.0,0,1
650,217,3,1643069162.0,0,0
239,1332,3,1640860888.0,0,0
650,7,4,1643049656.0,1,0
151,408,5,1631204222.0,1,0
104,750,5,1640122171.0,1,0
159,7,5,1632165861.0,1,1
330,205,3,1628226105.0,1,0
452,465,5,1637828336.0,0,1
506,147,3,1640528342.0,1,1
426,1451,4,1631124734.0,0,0
276,183,5,1626472402.0,1,1
577,11,2,1632154293.0,1,1
26,591,3,1643031590.0,0,1
297,752,4,1640323376.0,1,1
505,96,4,1641013442.0,0,0
538,183,4,1628786768.0,0,1
160,514,4,1628538091.0,0,1
660,392,2,1642880072.0,1,0
222,328,5,1629242772.0,1,1
629,332,4,1631796722.0,0,1
543,586,3,1629227190.0,0,0
393,771,3,1641411793.0,0,0
392,257,5,1642718184.0,1,1
226,89,5,1635569229.0,1,0
658,257,4,1626825667.0,0,0
471,422,5,1641507982.0,1,0
650,737,2,1643063832.0,0,0
654,821,3,1639544907.0,0,1
201,186,3,1635794069.0,0,1
537,53,2,1637712029.0,1,0
276,725,2,1629615392.0,0,0
648,554,4,1636563323.0,1,1
538,31,3,1628789422.0,1,1
85,582,4,1631508014.0,0,1
354,81,3,1642897249.0,0,1
614,546,1,1631143965.0,1,0
499,127,4,1637278312.0,0,1
492,286,4,1631649099.0,0,0
629,204,5,1631797285.0,1,0
363,284,2,1643175987.0,1,0
537,111,3,1637710077.0,0,1
582,181,4,1634641301.0,1,0
263,443,5,1642978914.0,0,1
585,70,5,1642966256.0,0,0
646,690,3,1640208417.0,1,1
201,273,2,1635792352.0,0,1
577,423,4,1632152124.0,0,0
381,887,3,1644377941.0,0,1
218,591,3,1632968574.0,0,0
361,79,4,1631121286.0,0,1
6,302,4,1634948222.0,0,1
437,482,5,1631820051.0,0,1
347,550,5,1633334734.0,0,1
65,179,3,1630896605.0,0,0
592,508,5,1634288021.0,1,0
551,172,2,1644458164.0,0,1
95,485,5,1640634129.0,0,1
183,230,5,1644003452.0,0,1
403,129,4,1631465822.0,0,1
480,504,4,1642888822.0,0,0
155,327,2,1631051061.0,1,1
324,259,5,1632255107.0,1,1
541,477,4,1635545654.0,1,1
221,286,4,1636761264.0,0,1
189,1402,4,1644946051.0,0,1
328,328,4,1636724566.0,1,1
334,134,5,1643225973.0,0,1
181,263,1,1630641709.0,1,1
599,111,5,1632631885.0,1,1
543,519,4,1627342979.0,0,0
642,1181,2,1637287143.0,0,0
434,819,3,1638404873.0,1,0
244,71,4,1632286874.0,0,1
324,475,5,1632255449.0,0,0
655,1158,3,1640664255.0,0,0
608,238,5,1632083810.0,0,1
566,327,3,1633329273.0,0,0
541,8,5,1635554645.0,0,0
644,243,4,1640756364.0,1,0
90,194,5,1643063424.0,0,1
523,167,4,1635382233.0,1,1
625,188,4,1642942724.0,0,1
378,180,3,1631725822.0,1,0
299,730,4,1641181926.0,0,0
119,255,3,1626455914.0,0,1
399,210,3,1634022805.0,0,1
197,307,3,1643089323.0,0,1
458,529,3,1638078120.0,0,1
52,473,4,1634602661.0,0,1
254,393,3,1638153489.0,0,0
214,298,3,1643223191.0,1,0
518,591,3,1628503447.0,1,1
490,151,1,1627108185.0,0,0
604,670,5,1635348352.0,1,0
6,309,2,1634948430.0,0,0
499,272,5,1637277680.0,1,0
30,50,3,1626741066.0,0,0
514,275,5,1627143028.0,1,1
648,797,3,1636563031.0,1,1
521,227,3,1636933808.0,0,1
133,243,3,1642269035.0,1,1
185,116,4,1635206268.0,0,1
472,56,5,1627659853.0,1,0
358,8,5,1642949179.0,0,0
262,1014,5,1631641954.0,0,0
645,1018,3,1643733518.0,0,0
593,692,3,1637873724.0,1,0
85,152,5,1631134751.0,1,1
524,494,4,1636317409.0,1,1
13,471,1,1633820455.0,0,0
643,117,3,1643125823.0,0,1
11,603,4,1643585783.0,1,0
299,1,3,1629557535.0,0,0
524,831,3,1636308212.0,0,0
577,203,3,1632154455.0,0,0
62,582,4,1631054753.0,1,1
296,111,3,1635876712.0,1,0
624,475,4,1631473223.0,1,1
532,252,4,1640316478.0,1,1
95,209,4,1630877021.0,1,0
7,384,3,1643033710.0,1,0
280,2,3,1643381278.0,0,0
452,211,2,1626946197.0,1,1
21,992,2,1626631349.0,0,0
334,42,4,1643225741.0,1,0
94,930,2,1643404747.0,0,0
234,317,2,1644014189.0,1,1
18,414,4,1631811054.0,1,0
403,864,4,1631466747.0,0,0
655,205,3,1639330538.0,1,1
474,211,5,1639605751.0,0,0
72,187,4,1631716638.0,1,1
629,463,4,1631797852.0,1,0
488,500,4,1642974568.0,1,0
7,487,3,1643032178.0,0,1
270,421,5,1628635633.0,0,1
660,167,2,1642881565.0,1,1
327,111,4,1639499462.0,1,1
54,307,4,1643493846.0,0,0
58,497,2,1635985123.0,1,1
61,333,3,1642886232.0,1,0
327,682,3,1639417629.0,0,0
592,705,5,1634635978.0,1,1
423,1238,3,1643074874.0,1,0
318,77,3,1636177078.0,0,0
397,641,5,1637029999.0,0,0
312,490,5,1643379655.0,0,1
489,327,5,1643128409.0,0,0
663,588,4,1641173628.0,1,1
605,1040,2,1631105689.0,1,1
653,436,1,1631831673.0,0,1
639,1121,2,1642919885.0,1,0
458,278,2,1638075469.0,0,0
374,1010,5,1632073921.0,0,1
524,451,3,1636317202.0,1,0
634,1199,1,1627408913.0,0,1
312,607,5,1643378424.0,0,1
1,109,5,1626645739.0,0,1
294,1134,3,1629499761.0,0,0
90,126,2,1643064611.0,1,0
145,316,5,1640076966.0,0,0
648,1072,2,1636562527.0,0,1
551,505,5,1644457397.0,1,0
562,66,1,1630875927.0,0,1
653,622,3,1631832377.0,0,1
324,1,5,1632255412.0,0,0
40,272,2,1640721283.0,0,1
601,671,4,1628028572.0,0,0
563,412,2,1632187108.0,0,0
615,127,5,1631128399.0,0,1
537,176,2,1637711606.0,1,0
328,182,2,1636725678.0,0,1
518,126,4,1628503018.0,1,0
532,501,5,1640915367.0,1,1
586,651,3,1635739287.0,0,1
565,1018,5,1642717862.0,1,1
201,233,4,1635990104.0,1,1
497,273,4,1630990604.0,0,0
415,322,4,1631119205.0,1,0
598,350,4,1638391452.0,1,1
532,292,4,1636274621.0,0,1
397,100,5,1634519517.0,1,1
498,186,4,1633640591.0,0,1
249,4,4,1631252142.0,1,0
642,1178,3,1637286067.0,0,1
588,723,2,1641706459.0,0,0
645,197,5,1643735244.0,1,0
295,740,4,1631197225.0,0,1
84,258,4,1635129347.0,1,0
169,204,3,1643039317.0,1,1
90,519,5,1643064423.0,0,0
354,286,4,1642860445.0,0,1
527,202,3,1631136691.0,1,0
18,753,4,1631809816.0,1,0
417,51,3,1631328526.0,0,0
13,299,3,1633195698.0,0,0
460,250,2,1634592261.0,1,1
484,849,3,1642875506.0,1,0
630,258,3,1637346143.0,0,0
389,416,4,1631767996.0,0,1
472,665,4,1627663023.0,1,0
653,1014,2,1636085682.0,1,0
130,578,5,1630217681.0,0,0
465,511,4,1635210991.0,0,0
472,7,5,1644470953.0,0,0
16,321,3,1629397116.0,0,1
70,429,3,1635830369.0,0,0
642,552,4,1638249347.0,1,0
648,98,4,1636048313.0,0,0
321,170,4,1631118651.0,0,0
646,304,3,1640209014.0,0,0
643,203,4,1643126956.0,1,1
191,331,4,1643240631.0,1,0
189,378,4,1644946137.0,0,0
457,191,5,1634076659.0,1,0
655,550,2,1639291677.0,0,1
82,678,1,1636394726.0,0,0
388,628,4,1638116661.0,1,1
336,15,4,1629434621.0,0,0
371,431,5,1632115601.0,0,1
421,82,4,1643921294.0,0,1
250,993,5,1629769881.0,1,1
493,455,5,1635811690.0,0,1
627,172,3,1631211196.0,0,0
541,118,4,1635551670.0,0,1
401,11,2,1642713227.0,0,0
152,66,5,1638215773.0,0,0
555,169,5,1631655419.0,1,0
486,1369,3,1631554582.0,0,1
650,399,3,1643061784.0,0,0
303,22,5,1631147413.0,1,1
339,74,4,1642713382.0,0,1
385,433,4,1631122673.0,0,1
332,756,2,1639618687.0,1,0
537,582,3,1637710966.0,0,1
271,487,4,1637528770.0,1,1
577,338,3,1632149983.0,1,1
625,213,4,1643679608.0,1,1
1,182,4,1626752520.0,0,1
655,303,4,1640154107.0,1,0
534,274,3,1629487846.0,0,1
47,874,3,1631119078.0,1,0
514,531,3,1626988734.0,0,0
493,483,5,1635811534.0,0,0
43,969,5,1627661159.0,0,1
640,720,3,1626458612.0,0,0
650,708,3,1643063356.0,1,0
660,96,3,1642880430.0,1,0
588,282,5,1641695894.0,0,0
227,129,5,1630715387.0,0,0
458,98,3,1638076240.0,1,1
267,141,4,1630652147.0,1,0
464,293,5,1630035033.0,0,1
301,163,3,1633756264.0,1,1
655,805,2,1640154327.0,1,1
13,667,1,1634077040.0,0,1
341,330,5,1642438113.0,1,0
567,306,3,1634106327.0,1,0
561,81,2,1637488000.0,1,0
606,549,4,1632606862.0,0,1
653,83,5,1630533936.0,0,0
372,176,3,1628549667.0,0,0
504,527,4,1639518624.0,1,0
655,58,3,1639107600.0,1,0
534,619,4,1629487653.0,1,1
360,172,4,1632036240.0,1,1
108,124,4,1631559757.0,1,1
363,747,5,1643175918.0,1,0
394,496,5,1632567206.0,0,1
219,936,4,1641067284.0,0,0
291,924,4,1626513962.0,1,1
650,480,5,1643051090.0,0,1
653,1140,1,1631833841.0,0,1
286,888,5,1636263549.0,1,1
617,590,1,1635469747.0,0,0
466,56,4,1641964706.0,1,1
234,845,3,1644015825.0,1,1
291,90,5,1626551800.0,0,0
623,629,3,1642714973.0,0,0
298,946,3,1635862868.0,1,1
363,550,4,1643177205.0,1,0
592,1039,4,1634635582.0,1,1
479,213,4,1631141039.0,1,0
425,24,2,1630418386.0,1,0
96,89,5,1636082896.0,1,0
498,136,3,1633638174.0,1,1
635,748,2,1630558838.0,0,1
608,337,4,1632082982.0,1,1
94,735,5,1643401528.0,1,1
514,483,4,1627142795.0,0,1
429,298,5,1634066145.0,0,1
474,697,4,1639608498.0,0,1
406,487,3,1636310973.0,0,1
487,412,1,1635125220.0,1,0
643,597,2,1643126301.0,1,0
593,83,5,1637874064.0,1,1
198,237,2,1635886191.0,0,1
311,64,5,1636044502.0,1,1
145,88,5,1626952833.0,0,0
524,1129,2,1636512580.0,0,0
293,402,2,1640587702.0,1,0
659,507,5,1643063561.0,1,0
655,162,3,1640154165.0,1,1
542,195,3,1638212294.0,0,1
505,510,3,1641014477.0,1,1
642,53,2,1637284940.0,0,0
449,936,5,1631638721.0,1,0
655,100,3,1640154138.0,1,0
472,68,5,1644471017.0,0,1
271,173,4,1637528672.0,1,1
643,928,4,1643125660.0,0,1
505,660,3,1641014477.0,0,0
373,746,4,1628778714.0,0,1
457,209,5,1634233113.0,0,1
526,343,3,1637362264.0,1,0
588,832,1,1641707865.0,1,0
527,652,4,1631136248.0,0,0
18,747,3,1631812225.0,1,1
497,24,4,1630990260.0,0,1
290,199,3,1632154799.0,0,1
373,1119,5,1628785708.0,1,0
161,640,2,1642851558.0,0,0
435,163,3,1635811489.0,0,0
489,261,2,1643129155.0,1,1
597,293,5,1627020939.0,0,0
504,660,4,1639519195.0,1,1
417,257,3,1631326244.0,1,0
458,651,3,1638077988.0,0,0
655,1651,4,1643593500.0,0,0
393,354,4,1641234151.0,0,1
535,210,5,1631298160.0,0,1
655,51,2,1639291677.0,0,1
457,568,4,1634227590.0,1,0
543,410,3,1629133103.0,0,0
442,367,2,1635068887.0,0,1
592,174,5,1634635918.0,1,0
601,186,4,1628029542.0,1,0
103,211,3,1632100565.0,0,1
416,319,5,1644893444.0,1,1
630,243,2,1637346301.0,1,0
500,996,1,1635555241.0,1,1
279,301,4,1629762781.0,1,1
39,748,5,1643080704.0,1,0
315,121,2,1631501300.0,1,1
437,265,3,1631822942.0,0,0
629,886,3,1631796278.0,1,1
370,480,4,1631114886.0,1,0
407,710,4,1626726460.0,0,1
515,323,3,1639339192.0,0,1
464,176,4,1630035211.0,0,0
419,615,5,1631115785.0,0,0
506,198,2,1626553703.0,0,0
592,919,5,1634288061.0,0,1
398,430,4,1627339265.0,1,1
326,616,5,1631555724.0,1,0
438,21,2,1631548683.0,1,0
379,131,5,1634243797.0,1,1
660,845,3,1642878385.0,0,1
385,183,3,1631122706.0,1,0
647,588,4,1628211955.0,0,0
514,988,2,1636860989.0,1,0
64,531,3,1641420718.0,1,1
605,133,5,1631104661.0,0,0
523,163,5,1635382411.0,1,1
545,1,5,1631581359.0,0,0
479,183,5,1640805563.0,1,0
646,682,3,1640209153.0,1,1
630,71,3,1637347854.0,1,0
363,709,4,1643175003.0,0,1
23,211,4,1626466512.0,0,1
94,654,5,1637552684.0,1,0
151,195,3,1631204642.0,0,1
398,2,3,1627398614.0,1,1
429,566,3,1634066357.0,1,1
373,166,5,1628778262.0,1,1
495,151,5,1640315236.0,1,1
72,471,4,1631715588.0,0,0
640,663,5,1626458240.0,1,0
659,646,4,1643012122.0,1,1
642,65,4,1637812172.0,1,0
616,272,5,1642904517.0,0,0
156,806,3,1639865777.0,0,0
593,158,3,1627351891.0,0,1
458,301,1,1641003539.0,0,1
236,750,5,1641797676.0,1,0
655,727,2,1640365914.0,1,0
592,1265,1,1634287690.0,1,0
200,483,5,1635808426.0,1,0
517,1,3,1644339892.0,1,0
194,371,3,1631207584.0,0,1
373,239,3,1628785708.0,0,1
504,223,5,1639512364.0,1,1
486,322,2,1631554262.0,1,1
224,582,4,1639784030.0,0,0
1,71,3,1628572425.0,1,0
653,157,5,1630535483.0,0,0
90,56,5,1643064516.0,1,1
500,464,4,1635555274.0,1,1
564,345,4,1640398521.0,0,1
13,492,5,1633820552.0,1,0
198,195,3,1635887267.0,1,0
457,22,5,1634076705.0,1,0
592,521,5,1634635703.0,1,0
650,751,2,1643049001.0,1,0
401,630,4,1642713370.0,0,0
10,319,3,1629566223.0,0,0
504,1444,3,1639591133.0,1,0
99,240,4,1637359279.0,0,1
618,477,2,1642988791.0,1,0
536,662,5,1634040100.0,0,0
660,510,3,1642879056.0,1,0
592,546,4,1634288500.0,0,1
524,516,4,1636314578.0,1,1
545,633,3,1635813963.0,0,0
213,455,4,1630550749.0,1,1
451,680,1,1630692811.0,1,0
49,57,4,1639746571.0,1,0
290,930,3,1632412131.0,1,1
171,305,2,1642714606.0,1,1
423,471,3,1643075626.0,0,1
291,974,1,1626513962.0,1,1
1,223,5,1628572918.0,1,0
